chr1	11868	12611	LOC102725121
chr1	11873	12611	DDX11L1
chr2	202216175	202222121	FLACC1
chr1	35482	36081	FAM138A
chr1	35482	36081	FAM138F
chr1	35482	36081	FAM138C
chr1	139848	140566	LOC729737
chr1	323891	324286	LOC100132287
chr1	323891	324286	LOC100132062
chr1	563604	564389	LOC101928626
chr1	665336	665731	LOC100133331
chr1	709661	714068	LOC100288069
chr1	752750	754101	FAM87B
chr1	762970	764381	LINC01128
chr1	762970	764381	LINC01128
chr1	762970	764381	LINC01128
chr1	762970	764381	LINC01128
chr1	762970	764381	LINC01128
chr1	763177	764381	LINC01128
chr1	810536	812182	FAM41C
chr1	854296	855072	LINC02593
chr1	854296	855072	LINC02593
chr1	861110	861300	SAMD11
chr1	894462	894636	NOC2L
chr1	895963	896671	KLHL17
chr1	901861	902082	PLEKHN1
chr1	901861	902082	PLEKHN1
chr1	901861	902082	PLEKHN1
chr1	916428	917497	PERM1
chr1	916554	917497	PERM1
chr1	935168	935552	HES4
chr1	934994	935552	HES4
chr1	955499	957579	AGRN
chr1	955499	957579	AGRN
chr1	969372	970655	AGRN
chr1	995113	995658	LOC100288175
chr1	1007956	1009686	RNF223
chr1	1050456	1051736	C1orf159
chr1	1050456	1051736	C1orf159
chr1	1027484	1051736	C1orf159
chr1	1072396	1076203	LINC01342
chr1	1109285	1109663	TTLL10
chr1	1115076	1115412	TTLL10
chr1	1140873	1141972	TNFRSF18
chr1	1140873	1142089	TNFRSF18
chr1	1140873	1142089	TNFRSF18
chr1	1149166	1149533	TNFRSF4
chr1	1164327	1167447	SDF4
chr1	1164327	1167447	SDF4
chr1	1179878	1182102	C1QTNF12
chr1	1203373	1209234	UBE2J2
chr1	1203373	1209234	UBE2J2
chr1	1198767	1209234	UBE2J2
chr1	1203373	1209234	UBE2J2
chr1	1215815	1216604	SCNN1D
chr1	1215815	1216604	SCNN1D
chr1	1239524	1243310	ACAP3
chr1	1243959	1244293	PUSL1
chr1	1243959	1244464	PUSL1
chr1	1243976	1244293	PUSL1
chr1	1258668	1260067	INTS11
chr1	1258668	1260067	INTS11
chr1	1258668	1260067	INTS11
chr1	1256474	1260067	INTS11
chr1	1256474	1260067	INTS11
chr1	1260181	1262214	CPTP
chr1	1266659	1267016	TAS1R3
chr1	1278139	1284492	DVL1
chr1	1278139	1284798	DVL1
chr1	1292085	1293927	MXRA8
chr1	1292085	1294174	MXRA8
chr1	1292085	1294174	MXRA8
chr1	1292085	1297157	MXRA8
chr1	1293928	1298921	MXRA8
chr1	1310171	1310580	AURKAIP1
chr1	1310171	1310818	AURKAIP1
chr1	1310171	1310562	AURKAIP1
chr1	1330918	1333722	CCNL2
chr1	1334052	1334715	CCNL2
chr1	1334052	1334718	CCNL2
chr1	1334052	1334722	CCNL2
chr1	1334052	1334722	CCNL2
chr1	1334052	1334722	CCNL2
chr1	1334052	1334722	CCNL2
chr1	1334052	1334722	CCNL2
chr1	1334052	1334722	CCNL2
chr1	1334052	1334722	CCNL2
chr1	1334052	1334722	CCNL2
chr1	1334909	1335536	MRPL20-AS1
chr1	1342400	1342673	MRPL20
chr1	1342400	1342693	MRPL20
chr1	1356386	1356824	ANKRD65
chr1	1356386	1356824	ANKRD65
chr1	1356386	1356824	ANKRD65
chr1	1361507	1362932	TMEM88B
chr1	1366335	1369953	LINC01770
chr1	1366043	1369953	LINC01770
chr1	1366043	1369953	LINC01770
chr1	1370902	1372700	VWA1
chr1	1371069	1372305	VWA1
chr1	1385068	1387424	ATAD3C
chr1	1407134	1412652	ATAD3B
chr1	1413494	1414427	ATAD3B
chr1	1447522	1451390	ATAD3A
chr1	1447522	1451390	ATAD3A
chr1	1447909	1451390	ATAD3A
chr1	1475171	1476004	TMEM240
chr1	1500297	1510243	SSU72
chr1	1534812	1536035	LOC105378586
chr1	1550794	1551886	MIB2
chr1	1550879	1551886	MIB2
chr1	1550879	1551886	MIB2
chr1	1550879	1551886	MIB2
chr1	1550879	1551886	MIB2
chr1	1551234	1551886	MIB2
chr1	1551234	1551886	MIB2
chr1	1567559	1568160	MMP23B
chr1	1568158	1568565	MMP23A
chr1	1654272	1655859	CDK11B
chr1	1654272	1655859	CDK11B
chr1	1654272	1655859	CDK11B
chr1	1654272	1655859	CDK11B
chr1	1654272	1655859	CDK11B
chr1	1654272	1655859	CDK11B
chr1	1608286	1624243	SLC35E2B
chr1	1622833	1624243	SLC35E2B
chr1	1631377	1631784	MMP23A
chr1	1654271	1655796	CDK11A
chr1	1654271	1656004	CDK11A
chr1	1654271	1656004	CDK11A
chr1	1654271	1656004	CDK11A
chr1	1654271	1656004	CDK11A
chr1	1654271	1656004	CDK11A
chr1	1676108	1677438	SLC35E2A
chr1	1671144	1677438	SLC35E2A
chr1	1688750	1690081	NADK
chr1	1696886	1709909	NADK
chr1	1696886	1709928	NADK
chr1	1696886	1710297	NADK
chr1	1696886	1711508	NADK
chr1	1696886	1711586	NADK
chr1	1770678	1822556	GNB1
chr1	1756939	1822556	GNB1
chr1	1770678	1822526	GNB1
chr1	1846265	1847878	CALML6
chr1	1846698	1847122	CALML6
chr1	1850528	1850718	TMEM52
chr1	1922415	1935225	CFAP74
chr1	1950783	1956379	GABRD
chr1	1981106	1981509	LOC105378591
chr1	1981849	1986878	PRKCZ
chr1	2004900	2066699	PRKCZ
chr1	2004900	2066699	PRKCZ
chr1	2004900	2029784	PRKCZ
chr1	2004900	2066699	PRKCZ
chr1	2004900	2066699	PRKCZ
chr1	2005424	2066699	PRKCZ
chr1	2005424	2066699	PRKCZ
chr1	2036154	2066699	PRKCZ
chr1	2114181	2115314	PRKCZ-AS1
chr1	2125350	2126214	FAAP20
chr1	2125573	2126214	FAAP20
chr1	2125573	2126214	FAAP20
chr1	2125573	2126214	FAAP20
chr1	2138107	2139172	FAAP20
chr1	2125573	2126211	FAAP20
chr1	2125350	2126214	FAAP20
chr1	2125350	2126214	FAAP20
chr1	2143898	2144159	FAAP20
chr1	2125573	2126214	FAAP20
chr1	2159757	2234415	SKI
chr1	2321436	2322993	MORN1
chr1	2321436	2323190	MORN1
chr1	2319777	2323190	MORN1
chr1	2323279	2327221	RER1
chr1	2341891	2344010	PEX10
chr1	2341891	2344010	PEX10
chr1	2398897	2409913	PLCH2
chr1	2407727	2409913	PLCH2
chr1	2407753	2409913	PLCH2
chr1	2453240	2458035	PANK4
chr1	2461451	2461702	HES5
chr1	2488136	2488450	TNFRSF14-AS1
chr1	2487803	2489163	TNFRSF14
chr1	2487803	2489163	TNFRSF14
chr1	2497973	2512997	LOC100996583
chr1	2517898	2518528	PRXL2B
chr1	2517898	2518528	PRXL2B
chr1	2518188	2518528	PRXL2B
chr1	2518188	2518528	PRXL2B
chr1	2518188	2518528	PRXL2B
chr1	2518188	2518528	PRXL2B
chr1	2518188	2518528	PRXL2B
chr1	2518188	2518528	PRXL2B
chr1	2560961	2564455	MMEL1
chr1	2706912	2717433	TTC34
chr1	29563027	29581785	PTPRU
chr1	2985741	3102687	PRDM16
chr1	2985766	3102687	PRDM16
chr1	3371228	3379628	ARHGEF16
chr1	3519165	3528072	MEGF6
chr1	3541578	3541986	TPRG1L
chr1	3564125	3566667	WRAP73
chr1	3569079	3598895	TP73
chr1	3569128	3598895	TP73
chr1	3569128	3598895	TP73
chr1	3569128	3598895	TP73
chr1	3569128	3598895	TP73
chr1	3569128	3598895	TP73
chr1	3607235	3624111	TP73
chr1	3607235	3624111	TP73
chr1	3607235	3624111	TP73
chr1	3607235	3624111	TP73
chr1	3607235	3624111	TP73
chr1	3607235	3624111	TP73
chr1	3614609	3624111	TP73
chr1	3662746	3663335	TP73-AS1
chr1	3659755	3663937	TP73-AS1
chr1	3659755	3663937	TP73-AS1
chr1	3659755	3663937	TP73-AS1
chr1	3659755	3663937	TP73-AS1
chr1	3669013	3670680	CCDC27
chr1	3689324	3689625	SMIM1
chr1	3689350	3689625	SMIM1
chr1	3703875	3713062	LRRC47
chr1	3768986	3773775	CEP104
chr1	3773830	3775280	DFFB
chr1	3773830	3775280	DFFB
chr1	3773830	3775280	DFFB
chr1	3773830	3775280	DFFB
chr1	3773830	3775280	DFFB
chr1	3773830	3775280	DFFB
chr1	3773830	3775280	DFFB
